tax_name	species	genus	family	order	class	phylum	kingdom	superkingdom	ID
Pneumocystis	NA	Pneumocystis	Pneumocystidaceae	Pneumocystidales	Pneumocystidomycetes	Ascomycota	Fungi	Eukaryota	TRH393
Schizosaccharomyces	NA	Schizosaccharomyces	Schizosaccharomycetaceae	Schizosaccharomycetales	Schizosaccharomycetes	Ascomycota	Fungi	Eukaryota	TRH621
Saitoella	NA	Saitoella				Ascomycota	Fungi	Eukaryota	TRH92
Coprinopsis	NA	Coprinopsis	Psathyrellaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH590
Floccularia	NA	Floccularia	Squamanitaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH762
Pholiota	NA	Pholiota	Strophariaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH175
Mycena	NA	Mycena	Mycenaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH177
Armillaria	NA	Armillaria	Physalacriaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH453
Flammulina	NA	Flammulina	Physalacriaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH441
Pleurotus	NA	Pleurotus	Pleurotaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH586
Amanita	NA	Amanita	Amanitaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH759
Pluteus	NA	Pluteus	Pluteaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH751
Clitocybe	NA	Clitocybe	Clitocybaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH753
Entoloma	NA	Entoloma	Entolomataceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH168
Termitomyces	NA	Termitomyces	Lyophyllaceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH765
Tricholoma	NA	Tricholoma	Tricholomataceae	Agaricales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH166
Coniophora	NA	Coniophora	Coniophoraceae	Boletales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH510
Auricularia	NA	Auricularia	Auriculariaceae	Auriculariales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH757
Exidia	NA	Exidia	Exidiaceae	Auriculariales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH774
Botryobasidium	NA	Botryobasidium	Botryobasidiaceae	Cantharellales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH626
Rhizoctonia	NA	Rhizoctonia	Ceratobasidiaceae	Cantharellales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH163
Laetisaria	NA	Laetisaria	Corticiaceae	Corticiales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH180
Waitea	NA	Waitea	Corticiaceae	Corticiales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH179
Gloeophyllum	NA	Gloeophyllum	Gloeophyllaceae	Gloeophyllales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH174
Veluticeps	NA	Veluticeps	Gloeophyllaceae	Gloeophyllales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH167
Amyloporia	NA	Amyloporia	Adustoporiaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH121
Cerrena	NA	Cerrena	Cerrenaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH123
Fibroporia	NA	Fibroporia	Fibroporiaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH176
Fomitopsis	NA	Fomitopsis	Fomitopsidaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH164
Rigidoporus	NA	Rigidoporus	Meripilaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH124
Phlebia	NA	Phlebia	Meruliaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH178
Wolfiporia	NA	Wolfiporia	Phaeolaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH21
Phlebiopsis	NA	Phlebiopsis	Phanerochaetaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH165
Dichomitus	NA	Dichomitus	Polyporaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH610
Ganoderma	NA	Ganoderma	Polyporaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH173
Hornodermoporus	NA	Hornodermoporus	Polyporaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH15
Polyporus	NA	Polyporus	Polyporaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH122
Trametes	NA	Trametes	Polyporaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH442
Postia	NA	Postia	Postiaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH579
Sparassis	NA	Sparassis	Sparassidaceae	Polyporales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH384
Heterobasidion	NA	Heterobasidion	Bondarzewiaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH507
Stereum	NA	Stereum	Stereaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	TRH602
Phaffia	NA	Phaffia	Mrakiaceae	Cystofilobasidiales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	TRH572
Naganishia	NA	Naganishia	Filobasidiaceae	Filobasidiales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	TRH520
Holtermannia	NA	Holtermannia		Holtermanniales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	TRH422
Cryptococcus	NA	Cryptococcus	Cryptococcaceae	Tremellales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	TRH454
Kwoniella	NA	Kwoniella	Cryptococcaceae	Tremellales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	TRH148
Kockovaella	NA	Kockovaella	Cuniculitremaceae	Tremellales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	TRH557
Tremellaceae	NA	Tremellaceae		Tremellales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	TRH696
Apiotrichum	NA	Apiotrichum	Trichosporonaceae	Trichosporonales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	TRH342
Cutaneotrichosporon	NA	Cutaneotrichosporon	Trichosporonaceae	Trichosporonales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	TRH374
Trichosporon	NA	Trichosporon	Trichosporonaceae	Trichosporonales	Tremellomycetes	Basidiomycota	Fungi	Eukaryota	TRH414
Kondoa	NA	Kondoa	Kondoaceae	Agaricostilbales	Agaricostilbomycetes	Basidiomycota	Fungi	Eukaryota	TRH198
Cystobasidium	NA	Cystobasidium	Cystobasidiaceae	Cystobasidiales	Cystobasidiomycetes	Basidiomycota	Fungi	Eukaryota	TRH199
Symmetrospora	NA	Symmetrospora	Symmetrosporaceae		Cystobasidiomycetes	Basidiomycota	Fungi	Eukaryota	TRH718
Leucosporidium	NA	Leucosporidium	Leucosporidiaceae	Leucosporidiales	Microbotryomycetes	Basidiomycota	Fungi	Eukaryota	TRH323
Rhodosporidiobolus	NA	Rhodosporidiobolus	Sporidiobolaceae	Sporidiobolales	Microbotryomycetes	Basidiomycota	Fungi	Eukaryota	TRH519
Rhodotorula	NA	Rhodotorula	Sporidiobolaceae	Sporidiobolales	Microbotryomycetes	Basidiomycota	Fungi	Eukaryota	TRH521
Sporobolomyces	NA	Sporobolomyces	Sporidiobolaceae	Sporidiobolales	Microbotryomycetes	Basidiomycota	Fungi	Eukaryota	TRH775
Curvibasidium	NA	Curvibasidium			Microbotryomycetes	Basidiomycota	Fungi	Eukaryota	TRH524
Melampsora	NA	Melampsora	Melampsoraceae	Pucciniales	Pucciniomycetes	Basidiomycota	Fungi	Eukaryota	TRH571
Puccinia	NA	Puccinia	Pucciniaceae	Pucciniales	Pucciniomycetes	Basidiomycota	Fungi	Eukaryota	TRH113
Ceraceosorus	NA	Ceraceosorus	Ceraceosoraceae	Ceraceosorales	Exobasidiomycetes	Basidiomycota	Fungi	Eukaryota	TRH506
Tilletiopsis	NA	Tilletiopsis		Entylomatales	Exobasidiomycetes	Basidiomycota	Fungi	Eukaryota	TRH372
Meira	NA	Meira	Brachybasidiaceae	Exobasidiales	Exobasidiomycetes	Basidiomycota	Fungi	Eukaryota	TRH584
Tilletiaria	NA	Tilletiaria	Tilletiariaceae	Georgefischeriales	Exobasidiomycetes	Basidiomycota	Fungi	Eukaryota	TRH144
Jaminaea	NA	Jaminaea		Microstromatales	Exobasidiomycetes	Basidiomycota	Fungi	Eukaryota	TRH448
Pseudomicrostroma	NA	Pseudomicrostroma		Microstromatales	Exobasidiomycetes	Basidiomycota	Fungi	Eukaryota	TRH758
Malasseziaceae	NA	Malasseziaceae		Malasseziales	Malasseziomycetes	Basidiomycota	Fungi	Eukaryota	TRH275
Malassezia	NA	Malassezia	Malasseziaceae	Malasseziales	Malasseziomycetes	Basidiomycota	Fungi	Eukaryota	TRH226
Moniliella	NA	Moniliella	Moniliellaceae	Moniliellales	Moniliellomycetes	Basidiomycota	Fungi	Eukaryota	TRH445
Anthracocystis	NA	Anthracocystis	Ustilaginaceae	Ustilaginales	Ustilaginomycetes	Basidiomycota	Fungi	Eukaryota	TRH444
Melanopsichium	NA	Melanopsichium	Ustilaginaceae	Ustilaginales	Ustilaginomycetes	Basidiomycota	Fungi	Eukaryota	TRH449
Moesziomyces	NA	Moesziomyces	Ustilaginaceae	Ustilaginales	Ustilaginomycetes	Basidiomycota	Fungi	Eukaryota	TRH585
Sporisorium	NA	Sporisorium	Ustilaginaceae	Ustilaginales	Ustilaginomycetes	Basidiomycota	Fungi	Eukaryota	TRH525
Ustilago	NA	Ustilago	Ustilaginaceae	Ustilaginales	Ustilaginomycetes	Basidiomycota	Fungi	Eukaryota	TRH41
Wallemia	NA	Wallemia	Wallemiaceae	Wallemiales	Wallemiomycetes	Basidiomycota	Fungi	Eukaryota	TRH188
Nowakowskiella	NA	Nowakowskiella	Nowakowskiellaceae	Cladochytriales	Chytridiomycetes	Chytridiomycota	Fungi	Eukaryota	TRH752
Batrachochytrium	NA	Batrachochytrium		Rhizophydiales	Chytridiomycetes	Chytridiomycota	Fungi	Eukaryota	TRH565
Spizellomyces	NA	Spizellomyces	Spizellomycetaceae	Spizellomycetales	Chytridiomycetes	Chytridiomycota	Fungi	Eukaryota	TRH535
Synchytrium	NA	Synchytrium	Synchytriaceae	Synchytriales	Chytridiomycetes	Chytridiomycota	Fungi	Eukaryota	TRH136
Catenomyces	NA	Catenomyces			Chytridiomycetes	Chytridiomycota	Fungi	Eukaryota	TRH648
Hepatospora	NA	Hepatospora	Enterocytozoonidae			Microsporidia	Fungi	Eukaryota	TRH597
Nosema	NA	Nosema	Nosematidae			Microsporidia	Fungi	Eukaryota	TRH462
Encephalitozoon	NA	Encephalitozoon	Unikaryonidae			Microsporidia	Fungi	Eukaryota	TRH558
Anncaliia	NA	Anncaliia	Tubulinosematidae			Microsporidia	Fungi	Eukaryota	TRH623
Tubulinosema	NA	Tubulinosema	Tubulinosematidae			Microsporidia	Fungi	Eukaryota	TRH750
Microsporidium	NA	Microsporidium				Microsporidia	Fungi	Eukaryota	TRH463
Ordospora	NA	Ordospora	Ordosporidae			Microsporidia	Fungi	Eukaryota	TRH588
Glomeraceae	NA	Glomeraceae		Glomerales	Glomeromycetes	Mucoromycota	Fungi	Eukaryota	TRH684
Rhizophagus	NA	Rhizophagus	Glomeraceae	Glomerales	Glomeromycetes	Mucoromycota	Fungi	Eukaryota	TRH633
Lobosporangium	NA	Lobosporangium	Mortierellaceae	Mortierellales	Mortierellomycetes	Mucoromycota	Fungi	Eukaryota	TRH335
Mortierella	NA	Mortierella	Mortierellaceae	Mortierellales	Mortierellomycetes	Mucoromycota	Fungi	Eukaryota	TRH110
Podila	NA	Podila	Mortierellaceae	Mortierellales	Mortierellomycetes	Mucoromycota	Fungi	Eukaryota	TRH112
Cunninghamella	NA	Cunninghamella	Cunninghamellaceae	Mucorales	Mucoromycetes	Mucoromycota	Fungi	Eukaryota	TRH574
Lichtheimia	NA	Lichtheimia	Lichtheimiaceae	Mucorales	Mucoromycetes	Mucoromycota	Fungi	Eukaryota	TRH390
Mucor	NA	Mucor	Mucoraceae	Mucorales	Mucoromycetes	Mucoromycota	Fungi	Eukaryota	TRH347
Parasitella	NA	Parasitella	Mucoraceae	Mucorales	Mucoromycetes	Mucoromycota	Fungi	Eukaryota	TRH381
Rhizopus	NA	Rhizopus	Rhizopodaceae	Mucorales	Mucoromycetes	Mucoromycota	Fungi	Eukaryota	TRH108
Phycomyces	NA	Phycomyces	Phycomycetaceae	Mucorales	Mucoromycetes	Mucoromycota	Fungi	Eukaryota	TRH536
Entomophthora	NA	Entomophthora	Entomophthoraceae	Entomophthorales	Entomophthoromycetes	Zoopagomycota	Fungi	Eukaryota	TRH496
Creolimax	NA	Creolimax		Ichthyophonida	Ichthyosporea			Eukaryota	TRH658
Haemocystidium	NA	Haemocystidium	Haemoproteidae	Haemosporida	Aconoidasida	Apicomplexa		Eukaryota	TRH596
Plasmodium	NA	Plasmodium	Plasmodiidae	Haemosporida	Aconoidasida	Apicomplexa		Eukaryota	TRH336
Babesia	NA	Babesia	Babesiidae	Piroplasmida	Aconoidasida	Apicomplexa		Eukaryota	TRH533
Theileria	NA	Theileria	Theileriidae	Piroplasmida	Aconoidasida	Apicomplexa		Eukaryota	TRH366
Cryptosporidium	NA	Cryptosporidium	Cryptosporidiidae	Eucoccidiorida	Conoidasida	Apicomplexa		Eukaryota	TRH531
Cyclospora	NA	Cyclospora	Eimeriidae	Eucoccidiorida	Conoidasida	Apicomplexa		Eukaryota	TRH563
Eimeria	NA	Eimeria	Eimeriidae	Eucoccidiorida	Conoidasida	Apicomplexa		Eukaryota	TRH544
Isospora	NA	Isospora	Eimeriidae	Eucoccidiorida	Conoidasida	Apicomplexa		Eukaryota	TRH523
Besnoitia	NA	Besnoitia	Sarcocystidae	Eucoccidiorida	Conoidasida	Apicomplexa		Eukaryota	TRH717
Neospora	NA	Neospora	Sarcocystidae	Eucoccidiorida	Conoidasida	Apicomplexa		Eukaryota	TRH562
Sarcocystis	NA	Sarcocystis	Sarcocystidae	Eucoccidiorida	Conoidasida	Apicomplexa		Eukaryota	TRH677
Ascogregarina	NA	Ascogregarina	Lecudinidae	Eugregarinorida	Conoidasida	Apicomplexa		Eukaryota	TRH484
Mattesia	NA	Mattesia	Lipotrophidae	Neogregarinorida	Conoidasida	Apicomplexa		Eukaryota	TRH676
Apicystis	NA	Apicystis	Ophryocystidae	Neogregarinorida	Conoidasida	Apicomplexa		Eukaryota	TRH493
Colpoda	NA	Colpoda	Colpodidae	Colpodida	Colpodea	Ciliophora		Eukaryota	TRH11
Tetrahymena	NA	Tetrahymena	Tetrahymenidae	Hymenostomatida	Oligohymenophorea	Ciliophora		Eukaryota	TRH566
Paramecium	NA	Paramecium	Parameciidae	Peniculida	Oligohymenophorea	Ciliophora		Eukaryota	TRH742
Hypocoma	NA	Hypocoma	Hypocomidae	Hypocomatida	Phyllopharyngea	Ciliophora		Eukaryota	TRH727
Strobilidium	NA	Strobilidium	Strobilidiidae	Choreotrichida	Spirotrichea	Ciliophora		Eukaryota	TRH730
Anteholosticha	NA	Anteholosticha	Holostichidae	Urostylida	Spirotrichea	Ciliophora		Eukaryota	TRH576
Colpodella	NA	Colpodella	Colpodellaceae					Eukaryota	TRH210
Alexandrium	NA	Alexandrium	Pyrocystaceae	Gonyaulacales	Dinophyceae			Eukaryota	TRH680
Prorocentrum	NA	Prorocentrum	Prorocentraceae	Prorocentrales	Dinophyceae			Eukaryota	TRH319
Globobulimina	NA	Globobulimina	Buliminidae	Rotaliida		Foraminifera		Eukaryota	TRH577
Blastocystis	NA	Blastocystis	Blastocystidae	Opalinata	Bigyra			Eukaryota	TRH723
Albugo	NA	Albugo	Albuginaceae	Albuginales		Oomycota		Eukaryota	TRH355
Phytophthora	NA	Phytophthora	Peronosporaceae	Peronosporales		Oomycota		Eukaryota	TRH603
Plasmopara	NA	Plasmopara	Peronosporaceae	Peronosporales		Oomycota		Eukaryota	TRH771
Aphanomyces	NA	Aphanomyces	Saprolegniaceae	Saprolegniales		Oomycota		Eukaryota	TRH564
Saprolegnia	NA	Saprolegnia	Saprolegniaceae	Saprolegniales		Oomycota		Eukaryota	TRH360
Zindervirus	NA	NA	Zindervirus		Caudoviricetes	Uroviricota	Heunggongvirae	Viruses	TRH786
Teetrevirus	NA	NA	Teetrevirus		Caudoviricetes	Uroviricota	Heunggongvirae	Viruses	TRH789
Teseptimavirus	NA	NA	Teseptimavirus		Caudoviricetes	Uroviricota	Heunggongvirae	Viruses	TRH785
Lambdavirus	NA	NA	Lambdavirus		Caudoviricetes	Uroviricota	Heunggongvirae	Viruses	TRH784
Siphoviridae	NA	NA	Siphoviridae		Caudoviricetes	Uroviricota	Heunggongvirae	Viruses	TRH782
Parvoviridae	NA	NA	Parvoviridae	Piccovirales	Quintoviricetes	Cossaviricota	Shotokuvirae	Viruses	TRH777
Reoviridae	NA	NA	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses	TRH802
Cucumovirus	NA	NA	Cucumovirus	Martellivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses	TRH813
Ilarvirus	NA	NA	Ilarvirus	Martellivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses	TRH805
Virgaviridae	NA	NA	Virgaviridae	Martellivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses	TRH797
Tobamovirus	NA	NA	Tobamovirus	Martellivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses	TRH779
Potexvirus	NA	NA	Potexvirus	Tymovirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses	TRH781
Betaflexiviridae	NA	NA	Betaflexiviridae	Tymovirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses	TRH811
Capillovirus	NA	NA	Capillovirus	Tymovirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses	TRH793
Tymoviridae	NA	NA	Tymoviridae	Tymovirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses	TRH819
Maculavirus	NA	NA	Maculavirus	Tymovirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses	TRH815
Flaviviridae	NA	NA	Flaviviridae	Amarillovirales	Flasuviricetes	Kitrinoviricota	Orthornavirae	Viruses	TRH809
Sinaivirus	NA	NA	Sinaivirus	Nodamuvirales	Magsaviricetes	Kitrinoviricota	Orthornavirae	Viruses	TRH787
Betacarmovirus	NA	NA	Betacarmovirus	Tolivirales	Tolucaviricetes	Kitrinoviricota	Orthornavirae	Viruses	TRH814
Chuviridae	NA	NA	Chuviridae	Jingchuvirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses	TRH818
Orthorubulavirus	NA	NA	Orthorubulavirus	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses	TRH783
Rhabdoviridae	NA	NA	Rhabdoviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses	TRH804
Peribunyaviridae	NA	NA	Peribunyaviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses	TRH795
Phasmaviridae	NA	NA	Phasmaviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses	TRH808
Orthophasmavirus	NA	NA	Orthophasmavirus	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses	TRH807
Phlebovirus	NA	NA	Phlebovirus	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses	TRH799
Orthomyxoviridae	NA	NA	Orthomyxoviridae	Articulavirales	Insthoviricetes	Negarnaviricota	Orthornavirae	Viruses	TRH798
Amalgaviridae	NA	NA	Amalgaviridae	Durnavirales	Duplopiviricetes	Pisuviricota	Orthornavirae	Viruses	TRH812
Betapartitivirus	NA	NA	Betapartitivirus	Durnavirales	Duplopiviricetes	Pisuviricota	Orthornavirae	Viruses	TRH776
Dicistroviridae	NA	NA	Dicistroviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses	TRH794
Aparavirus	NA	NA	Aparavirus	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses	TRH792
Cripavirus	NA	NA	Cripavirus	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses	TRH801
Triatovirus	NA	NA	Triatovirus	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses	TRH788
Iflaviridae	NA	NA	Iflaviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses	TRH820
Iflavirus	NA	NA	Iflavirus	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses	TRH778
Secoviridae	NA	NA	Secoviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses	TRH817
Comovirus	NA	NA	Comovirus	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses	TRH796
Fabavirus	NA	NA	Fabavirus	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses	TRH806
Nepovirus	NA	NA	Nepovirus	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses	TRH803
Polerovirus	NA	NA	Polerovirus	Sobelivirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses	TRH791
Sobemovirus	NA	NA	Sobemovirus	Sobelivirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses	TRH810
Potyvirus	NA	NA	Potyvirus	Patatavirales	Stelpaviricetes	Pisuviricota	Orthornavirae	Viruses	TRH790
Gammaretrovirus	NA	NA	Gammaretrovirus	Ortervirales	Revtraviricetes	Artverviricota	Pararnavirae	Viruses	TRH780
Negevirus	NA	NA	Negevirus					Viruses	TRH816
Chlorovirus	NA	NA	Chlorovirus	Algavirales	Megaviricetes	Nucleocytoviricota	Bamfordvirae	Viruses	TRH800
Lactobacillus: Firm-5	NA	Lactobacillus: Firm-5	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes		Bacteria	TRH9
